Id,SalePrice
1461,125088.47306510576
1462,165337.33188799897
1463,183668.46277782271
1464,186360.03003259405
1465,180292.59823106462
1466,175694.74535752033
1467,165175.41190712745
1468,161354.9490020721
1469,182529.09675635968
1470,129476.04093650552
1471,210826.0159504522
1472,93146.58953719275
1473,92370.19345018984
1474,151948.16022440838
1475,124583.77972568836
1476,402190.9618579955
1477,251233.0027809277
1478,302754.608799806
1479,278417.5222843303
1480,484485.26500411576
1481,319653.72527197324
1482,207697.15640837775
1483,169279.03381751748
1484,163939.54945253834
1485,177841.3160566563
1486,192411.00970200895
1487,375641.0569502732
1488,233060.51648582495
1489,206670.57843156395
1490,240797.19907023432
1491,189003.54025789688
1492,88007.09300172397
1493,189015.35541702865
1494,295205.72981357353
1495,283363.0421058425
1496,245275.05780257971
1497,177638.7399522911
1498,159626.11160188814
1499,158689.21575872594
1500,149227.79806399194
1501,175560.9038981366
1502,144787.8741376225
1503,309794.49527836195
1504,226804.20697019415
1505,227702.81064595422
1506,192939.67727667544
1507,253206.41859752283
1508,195058.92258261077
1509,165351.23410452856
1510,144716.129561687
1511,142447.731307307
1512,178114.14631452208
1513,144155.96521216945
1514,153831.73687388134
1515,191643.63907821896
1516,158070.5691263073
1517,158456.82148642463
1518,137222.4857743814
1519,232185.39988075368
1520,133151.73443309654
1521,131831.3418828255
1522,171692.57975933576
1523,111702.84499887467
1524,121813.8429672039
1525,121293.33416303393
1526,119967.94993418173
1527,107352.50760828031
1528,133518.6927788015
1529,146440.92623223993
1530,171440.2319116219
1531,85714.45166753828
1532,99614.70436175502
1533,150003.85641521646
1534,122932.5014578083
1535,148121.05640930453
1536,105743.8834787748
1537,81087.52678006928
1538,195966.30176298568
1539,197799.90485620228
1540,97404.28364277695
1541,140107.72064755205
1542,135974.0373105102
1543,239850.21073932608
1544,81727.67218685862
1545,110275.88941497097
1546,128034.93597168046
1547,138767.99033051915
1548,146144.94723403393
1549,113270.4031463423
1550,144674.7457007163
1551,109087.40835976345
1552,135660.5458805352
1553,149342.19339094282
1554,114833.91727236885
1555,166028.57193594737
1556,88697.8442285393
1557,104250.1025834911
1558,96492.09852818296
1559,77651.56008838411
1560,136466.12775559523
1561,139093.16927472872
1562,127378.12955895036
1563,121905.85958424005
1564,155127.2400858347
1565,147737.12915942154
1566,217526.4634946876
1567,70425.29942267101
1568,219342.4667293157
1569,147232.17978110455
1570,137227.7044996829
1571,117214.87413511137
1572,146570.1942404613
1573,260935.9030231444
1574,115086.05948294477
1575,220508.58331574858
1576,226418.51342020032
1577,198164.64106439438
1578,145685.39722441818
1579,155952.5977709526
1580,188845.08414724027
1581,159443.25093748452
1582,128603.87649100523
1583,329095.30864933605
1584,225605.6209879419
1585,139276.92394240713
1586,79382.48658168623
1587,92652.35077001517
1588,147016.49342593725
1589,96100.60262314664
1590,134497.85983785597
1591,92800.70429792455
1592,125734.62579461078
1593,130119.95157743782
1594,119391.14762716915
1595,116654.20290828435
1596,231292.12248054473
1597,189953.8213258041
1598,195210.4411435936
1599,173347.01044880255
1600,178854.7726497144
1601,70086.75591799252
1602,113790.27972928058
1603,77038.82518523118
1604,279814.7101856341
1605,248505.70319851118
1606,169749.76819943782
1607,159605.09720859447
1608,210103.58666450196
1609,195023.7941690209
1610,156864.33090142324
1611,146059.25946501674
1612,177192.03818117725
1613,157778.71134611213
1614,127084.83884689503
1615,81644.75763561924
1616,66380.26118532091
1617,91237.00928648087
1618,124643.82012945939
1619,139263.32432877136
1620,160122.69383819774
1621,130364.4691584727
1622,135580.4733187158
1623,301340.13900998404
1624,213102.6156388929
1625,127670.65956711659
1626,169067.43744491992
1627,192793.42806905162
1628,267350.37714033213
1629,183089.3669707069
1630,397538.91865871556
1631,216194.11869779197
1632,240392.5240096313
1633,172860.41270465613
1634,181716.74003308517
1635,182583.62012184827
1636,158845.06884230746
1637,191924.62463913157
1638,193777.94441213395
1639,180432.50815807804
1640,254138.05713636728
1641,175361.37529512224
1642,230257.6622666187
1643,218901.4262672791
1644,223873.18897094295
1645,206467.35055452268
1646,157287.78464461493
1647,155816.22364522598
1648,129235.4273987407
1649,138468.1448369675
1650,110604.19578844645
1651,123996.63806595876
1652,91772.73765313979
1653,95338.21435688174
1654,153933.43111871567
1655,144016.2648604808
1656,147062.14835010728
1657,151130.5820632954
1658,142243.49684403502
1659,134999.7887432463
1660,155360.81582614937
1661,451292.49843716697
1662,460950.92489174585
1663,404151.6760666943
1664,433761.8847877113
1665,324901.3256717402
1666,320989.09335837676
1667,390089.01603265817
1668,345134.60828818055
1669,300934.23328408535
1670,360418.1041001997
1671,248970.32026270017
1672,462402.8640864785
1673,296037.11141334183
1674,237447.08694165165
1675,186877.2196025
1676,192015.18370625263
1677,231036.56541066626
1678,479347.21261701605
1679,386879.00017760077
1680,348602.28134339146
1681,255590.01170801924
1682,293382.08030371467
1683,175454.0134401
1684,164374.99387497763
1685,172360.69237479582
1686,168327.31938543313
1687,167652.8673677194
1688,185037.42170387818
1689,186177.3888006495
1690,184315.07997695653
1691,177447.35703003837
1692,271107.75528181734
1693,168064.28087807784
1694,185567.89130782097
1695,165131.63746701356
1696,272255.8139066385
1697,169409.15799628952
1698,375932.4665145307
1699,330819.1970267401
1700,245353.54784671016
1701,253885.83059437273
1702,261785.58319353184
1703,247201.2012841197
1704,297990.6642534017
1705,242777.69179455395
1706,503042.3954627908
1707,220754.54322142783
1708,208932.13804232626
1709,286468.9971362274
1710,223905.34509708887
1711,254429.37999751922
1712,258782.92850097784
1713,277818.080893848
1714,220035.53319280702
1715,207525.2197780525
1716,205118.12135756825
1717,181615.90853369975
1718,138346.74555788896
1719,205044.81846533823
1720,249859.29580095396
1721,172113.94119520416
1722,129593.73759399068
1723,157153.49276282793
1724,222416.14779060724
1725,243787.27690931127
1726,186205.30334787545
1727,154408.5078161574
1728,184056.50324370104
1729,160800.31844296708
1730,168568.5602154412
1731,119909.05801428245
1732,134078.14305222553
1733,120910.87363290033
1734,119819.23035973024
1735,129951.85563472928
1736,115316.0738050944
1737,349843.7361914231
1738,208537.3106170599
1739,275112.1745721908
1740,235598.99917360506
1741,193580.2146873182
1742,168461.17155863444
1743,176557.4818139148
1744,311435.9842137505
1745,206623.61335120886
1746,198792.03288600247
1747,218031.84729505307
1748,233983.25280215664
1749,152848.18951751324
1750,128933.37690916864
1751,240913.4379517546
1752,122131.90624324355
1753,141321.20051363102
1754,198878.35645712775
1755,165244.55924718498
1756,136249.77366280337
1757,123004.33517486164
1758,145571.13324280633
1759,161645.1229866303
1760,174104.72508101084
1761,139647.64842452924
1762,183276.72597124227
1763,186870.11617376257
1764,113969.37227885827
1765,170386.17668485193
1766,186099.58529878847
1767,231032.79034894725
1768,143180.33640774572
1769,176590.45212684557
1770,147147.52257986934
1771,129061.7393759503
1772,143871.05016435665
1773,129385.0694417974
1774,127619.43066652851
1775,136460.4488651772
1776,131171.1432015164
1777,114114.42550889365
1778,139185.6345529158
1779,114562.02325118451
1780,171424.6369330321
1781,133025.81998576134
1782,98112.01775560559
1783,134136.2410305334
1784,101435.6274798205
1785,125964.22400041079
1786,155441.1330495679
1787,166541.50323757698
1788,49639.745573388434
1789,100827.91679687331
1790,78689.91237976213
1791,184695.11422926228
1792,162324.76852462484
1793,130722.84567670789
1794,151067.4373841346
1795,133093.25199788882
1796,130213.90712491445
1797,108756.97717017941
1798,127780.48125534723
1799,110910.27719504327
1800,132728.86826943766
1801,128102.48324617397
1802,134492.5296397947
1803,156480.01703641083
1804,140634.73446933954
1805,140341.2076782811
1806,119082.57344933669
1807,140593.84987871564
1808,129947.58638069549
1809,117464.52258367081
1810,145211.62741488274
1811,103302.65578971265
1812,100188.72862875233
1813,127705.11046494158
1814,99984.46389098233
1815,56992.19459702443
1816,92806.89975006942
1817,107762.70927704131
1818,156389.13396771275
1819,125239.53420703714
1820,47856.824273267746
1821,113461.8492561227
1822,146049.24156779103
1823,49399.56595208551
1824,142772.64644023226
1825,120955.2345045179
1826,112818.50201717121
1827,106288.53025410323
1828,142049.3923060444
1829,117295.5557562376
1830,145403.39003893125
1831,170529.29040343093
1832,83016.01610479201
1833,148161.88794478937
1834,112750.59968882393
1835,140326.1659434732
1836,128688.05218366132
1837,85284.32944000314
1838,123611.49042813346
1839,87480.74181773391
1840,172563.2447962959
1841,139748.27981740073
1842,77475.90210549757
1843,134112.39092604426
1844,144021.08113299822
1845,131726.26688873937
1846,155796.12286283128
1847,160799.93882019573
1848,54479.70958722885
1849,118961.67963428565
1850,120499.97981437
1851,158660.32767096328
1852,123434.41552276944
1853,129463.90934996566
1854,160505.89019441445
1855,136002.85161150977
1856,218671.392865419
1857,149309.68802386508
1858,138483.70481541404
1859,117100.84533614821
1860,150955.67410975316
1861,117100.84533614821
1862,316397.74250738317
